collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0536,여암유고,신경준,申景濬,순민(舜民),여암(旅庵),조선,1712,1781,high,실학자·지리학자; 동국여지도·훈민정음운해 저술
0537,석북집,신광수,申光洙,성연(聖淵),석북(石北)/오악산인(五嶽山人),조선,1712,1775,high,채제공·이헌경 등과 교유; 관서악부로 유명
0538,소산집,이광정,李光靖,휴문(休文),소산(小山),조선,1714,1789,high,대산 이상정의 아우
0539,풍서집,이민보,李敏輔,백눌(伯訥),풍서(豊墅)/상와(常窩),조선,1717,1799,high,노론 계열; 충역변 저술
0540,보만재집,서명응,徐命膺,군수(君受),보만재(保晩齋),조선,1716,1787,high,정조로부터 호를 하사받음; 박학다식한 총서·유서 편찬가
0541,삽교집,안석경,安錫儆,숙화(淑華),완양(完陽)/삽교(霅橋),조선,1718,1774,high,강원도 지역에서 은거하며 활동
0542,간옹집,이헌경,李獻慶,몽서(夢瑞),간옹(艮翁),조선,1719,1791,high,초명은 성경(星慶); 서학 비판 논의로 유명
0543,번암집,채제공,蔡濟恭,백규(伯規),번암(樊巖)/번옹(樊翁),조선,1720,1799,high,영·정조대 남인의 영수; 영의정 역임
0544,쌍계유고,이복원,李福源,수지(綏之),쌍계(雙溪),조선,1719,1792,high,연안 이씨; 좌의정 역임
0545,이참봉집,이광려,李匡呂,성재(聖載),월암(月巖)/칠탄(七灘),조선,1720,1783,high,능참봉직을 사양한 데서 '이참봉'으로 통칭됨; 육진팔광의 한 사람; 문집은 정지검·신대우 등이 편집해 1805년 간행
0546,본암집,김종후,金鍾厚,백고(伯高),본암(本庵),조선,1721,1780,high,민우수의 문인
0547,노애집,유도원,柳道源,숙문(叔文),노애(蘆厓),조선,1721,1791,high,전주 유씨; 퇴계선생문집고증 등 저술
