collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0045,국당유고,박흥생,朴興生,경부(敬夫),국당(菊堂)/국은(鞠隱)/춘곡(春谷),고려말조선초,1374,1446,high,"호 국당(菊堂)은 고려말 문신 이천(李蒨)도 사용했으나, 문집총간의 국당유고는 박흥생의 저작으로 확인됨(krpia 한국고전번역원 해제 기준)"
0046,인재집,신개,申槩,자격(子格),인재(寅齋),조선,1374,1446,high,"호가 寅齋(인재)로 0040 麟齋(이종학) 인재유고, 강희안의 仁齋(인재)와 한글 표기가 같아 혼동 주의; 시호 문희(文僖)"
0047,경재집,하연,河演,연량(淵亮),경재(敬齋),조선,1376,1453,high,영의정 역임; 시호 문효(文孝); 호 敬齋(경재)가 0052 경재유고(남수문)와 동일해 혼동 주의
0048,정재일고,박의중,朴宜中,자허(子虛),정재(貞齋),고려말조선초,1337,1403,high,초명 실(實); 호는 貞齋(정재)이며 靜齋가 아님; 시호 문경(文敬)
0049,단계유고,하위지,河緯地,천장(天章),단계(丹溪),조선,1412,1456,high,사육신의 한 사람; 세조의 왕위찬탈에 반대하여 처형됨
0050,태재집,유방선,柳方善,자계(子繼),태재(泰齋),조선,1388,1443,high,서거정·권람·한명회 등을 가르친 학자
0051,불우헌집,정극인,丁克仁,가택(可宅),불우헌(不憂軒)/다각(茶角)/다헌(茶軒),조선,1401,1481,high,현전 최초의 가사 작품 <상춘곡>의 작가
0052,경재유고,남수문,南秀文,경질(景質),경재(敬齋),조선,1408,1442,high,집현전 학자; 호 敬齋(경재)가 0047 경재집(하연)과 동일해 혼동 주의
0053,식우집,김수온,金守溫,문량(文良),괴애(乖崖)/식우(拭疣),조선,1409,1481,high,신미대사의 속가 동생; 불경 언해 사업에 참여
0054,태허정집,최항,崔恒,정보(貞父),태허정(太虛亭),조선,1409,1474,high,훈민정음 창제 참여 학자; 시호 문정(文靖)
0055,관란유고,원호,元昊,자허(子虛),관란(觀瀾)/관란재(觀瀾齋),조선,1397,1463,high,생육신의 한 사람; 단종 폐위 후 은거
0056,눌재집,양성지,梁誠之,순부(純夫),눌재(訥齋)/송파(松坡),조선,1415,1482,high,"호 訥齋(눌재)는 16세기 문신 박상(朴祥,1474~1530)도 사용했으나, 시기상 15세기 인물인 양성지가 해당 문집총간(제9집)의 저자로 확인됨"
0057,저헌집,이석형,李石亨,백옥(伯玉),저헌(樗軒),조선,1415,1477,high,삼장원(三壯元) 급제로 유명; 대제학 역임
0058,박선생유고,박팽년,朴彭年,인수(仁叟),취금헌(醉琴軒),조선,1417,1456,high,"사육신의 한 사람; '박선생유고'는 후대에 존칭을 붙여 편찬한 문집명, 시호 충정(忠正)"
0059,보한재집,신숙주,申叔舟,범옹(泛翁),보한재(保閑齋)/희현당(希賢堂),조선,1417,1475,high,"훈민정음 창제 참여, 영의정 역임; 시호 문충(文忠)"
0060,성근보집,성삼문,成三問,근보(謹甫),매죽헌(梅竹軒),조선,1418,1456,high,사육신의 한 사람; 문집명 '성근보집'은 그의 자(字) 근보(謹甫)를 딴 것
0061,사가집,서거정,徐居正,강중(剛中),사가정(四佳亭)/사가(四佳),조선,1420,1488,high,동문선·동국통감 등 편찬; 시호 문충(文忠)
0062,어계집,조려,趙旅,주옹(主翁),어계(漁溪),조선,1420,1489,high,생육신의 한 사람; 단종 폐위 후 낙향하여 절의를 지킴
0063,삼탄집,이승소,李承召,윤보(胤保),삼탄(三灘),조선,1422,1484,high,국조오례의 편찬에 참여; 시호 문간(文簡)
0064,사숙재집,강희맹,姜希孟,경순(景醇),사숙재(私淑齋)/국오(菊塢)/만송강(萬松岡),조선,1424,1483,high,강희안의 동생; 농서 금양잡록의 저자; 시호 문량(文良)
0065,진일유고,성간,成侃,화중(和仲),진일재(眞逸齋),조선,1427,1456,high,성임·성현의 동생; 요절한 문장가
0066,점필재집,김종직,金宗直,계온(季溫),점필재(佔畢齋),조선,1431,1492,high,영남 사림파의 종조(宗祖); 조의제문으로 무오사화의 발단이 됨
0067,소총유고,홍유손,洪裕孫,여경(餘慶),소총(篠叢)/광진자(狂眞子),조선,1452,1529,high,죽림칠현을 자처한 재야 문인; 노비 신분에서 방면됨
0068,소요재집,최숙정,崔淑精,국화(國華),소요재(逍遙齋),조선,1435,1480,high,본관 양천. 일부 자료에 호 '사숙재'도 병기되어 있으나 사숙재는 통상 강희맹(姜希孟)의 호로 알려져 혼동 가능성이 있어 여기서는 소요재만 채택
0069,매월당집,김시습,金時習,열경(悅卿),매월당(梅月堂)/동봉(東峰)/벽산청은(碧山淸隱),조선,1435,1493,high,생육신 중 한 명. 법명 설잠(雪岑)
0070,청파집,이륙,李陸,방옹(放翁),청파(靑坡),조선,1438,1498,high,수필집 청파극담(靑坡劇談)이 문집 2권에 수록
0071,허백정집,홍귀달,洪貴達,겸선(兼善),허백정(虛白亭)/함허정(涵虛亭),조선,1438,1504,high,갑자사화 때 처형됨
0072,허백당집,성현,成俔,경숙(磬叔),허백당(虛白堂)/용재(慵齋)/부휴자(浮休子),조선,1439,1504,high,시호 문대(文戴). 호 '용재(慵齋)'는 0087 용재유고의 저자 이종준(李宗準)과 동일 호를 사용해 혼동 주의; 용재총화 저자로도 유명
0073,대봉집,양희지,楊熙止,가행(可行),대봉(大峰),조선,1439,c.1504,medium,자료에 따라 몰년이 1503년 또는 1504년으로 다르게 기재되어 있어 확인 필요. 본관 중화
0074,격재집,손조서,孫肇瑞,,격재(格齋)/면재(勉齋),조선,1412,1473,high,"세조의 왕위찬탈에 반발해 낙향. 김종직과 교유, 김굉필·정여창이 사사(師事)"
0075,뇌계집,유호인,兪好仁,극기(克己),임계(林溪)/뇌계(㵢溪),조선,1445,1494,high,김종직의 문인. 본관 고령
0076,안락당집,김흔,金訢,군절(君節),안락당(顔樂堂),조선,1448,1492,high,"본관 연안(延安) 계열 추정, 1479년 일본 사행 중 병으로 귀환"
0077,연헌잡고,이의무,李宜茂,형지(馨之),연헌(蓮軒),조선,1449,1507,high,아들이 좌의정을 지낸 용재(容齋) 이행(李荇). 동국여지승람 편찬에 참여
0078,나재집,채수,蔡壽,기지(耆之),나재(懶齋),조선,1449,1515,high,'懶齋'는 '나재' 또는 '난재'로도 읽힘. 한글소설 설공찬전의 저자로 유명
0079,남계집,표연말,表沿沫,소유(少游),남계(藍溪)/남계,조선,1449,1498,high,"문집명이 동일한 '남계집(南溪集)'이 후대 박세채(朴世采, 1631~1695)에게도 있어 혼동 주의; 시기(1450~1560년대)상 표연말로 특정. 호 한자는 南溪 또는 藍溪로 표기가 갈림. 김종직 문인, 사장파(詞章派)로 분류"
0080,일두집,정여창,鄭汝昌,백욱(伯勗),일두(一蠹)/수옹(睡翁),조선,1450,1504,high,"시호 문헌(文獻). 무오사화로 유배 중 사망, 갑자사화 때 부관참시"
0081,추강집,남효온,南孝溫,백공(伯恭),추강(秋江)/행우(杏雨)/최락당(最樂堂)/벽사(碧沙),조선,1454,1492,high,생육신 중 한 명. 본관 의령
0082,월헌집,정수강,丁壽崗,,월헌(月軒),조선,1454,1527,high,본관 나주. 한글고전소설 포절군전(捕節君傳)의 저자로도 알려짐. 66세에 호 월헌을 지음
0083,매계집,조위,曺偉,태허(太虛),매계(梅溪),조선,1454,1503,high,무오사화에 연루되어 유배 중 사망
0085,사우정집,이식,李湜,낭옹(浪翁),사우정(四雨亭),조선,1458,1489,high,"세종의 손자(왕족), 군호 부림군(富林君). 문집명의 한자는 四雨亭이며 30세에 요절"
0086,산당집,최충성,崔忠成,필경(弼卿),산당(山堂),조선,1458,1491,high,본관 전주. 김굉필·정여창 문하에서 수학
0087,용재유고,이종준,李宗準,중균(仲鈞),용재(慵齋)/용헌(慵軒)/부휴자(浮休子)/상우당(尙友堂)/장육거사(藏六居士),조선,c.1458,1499,high,호 '용재(慵齋)'가 성현(0072 허백당집)의 호 중 하나와 동일해 혼동 주의; 백과사전에서 용재유고를 이종준의 저작으로 명시. 갑자사화 관련(무오사화 연루 김종직 문인)으로 화를 입음. 본관 안동
0088,재사당일집,이원,李黿,,재사당(再思堂),조선,,1504,high,"본관 경주. 갑자사화 때 처형(부관참시). 생년 미상, 자(字)는 자료마다 표기가 엇갈려 확정하지 않음"
0089,정문익공유고,정광필,鄭光弼,사훈(士勛),수부(守夫),조선,1462,1538,high,시호 문익(文翼)에서 문집명 유래. 영의정 역임
0090,이요정집,신용개,申用漑,개지(漑之),이요정(二樂亭)/송계(松溪)/휴휴자(休休子)/수옹(睡翁),조선,1463,1519,high,시호 문경(文景). 좌의정 역임
0091,목계일고,강혼,姜渾,사호(士浩),목계(木溪)/동고(東皐),조선,1464,1519,high,연산군대 문한을 담당했고 중종반정 정국공신에 책록
0092,탁영집,김일손,金馹孫,계운(季雲),탁영(濯纓)/소미산인(少微山人),조선,1464,1498,high,"시호 문민(文愍). 무오사화의 발단이 된 사초 작성자, 능지처사됨"
0093,수헌집,권오복,權五福,향지(嚮之),수헌(睡軒),조선,1467,1498,high,"본관 예천. 무오사화로 처형, 유고는 형 권오기가 수습"
0094,농암집,이현보,李賢輔,비중(棐仲),농암(聾巖)/설빈옹(雪鬢翁),조선,1467,1555,high,"시호 효절(孝節). 후대(18세기)에 동일 호 '농암(農巖/聾巖 계열 상이)'을 쓴 김창협(1651~1708)과는 다른 인물이며, 시기(1450~1560)상 이현보로 특정"
0095,망헌유고,이주,李冑,,망헌(忘軒),조선,1468,1504,high,갑자사화 때 무오사화 관련으로 처형됨. 본관 고성
0096,송재집,이우,李堣,,송재(松齋),조선,1469,1517,high,"이황(李滉)의 숙부로 어린 이황에게 논어를 가르침. 동명의 '송재집'이 한충(韓忠) 등 다른 인물에게도 있어 혼동 가능성이 있으나, 시기 및 안동 지역 배경상 이우로 특정"
0097,허암유집,정희량,鄭希良,수부(淳夫),허암(虛庵),조선,1469,c.1502,medium,본관 해주. 김종직 문인. 무오사화로 유배되었다가 1502년 실종(자살 또는 은둔 추정)되어 정확한 몰년이 불확실함
0098,송당집,박영,朴英,자실(子實),송당(松堂),조선,1471,1540,high,시호 문목(文穆). 본관 밀양. 무신 출신으로 의술에도 능함
0099,이평사집,이목,李穆,중옹(中雍),한재(寒齋),조선,1471,1498,high,시호 정간(貞簡). 문집명 '이평사집'은 영안도(함경도) 병마평사(兵馬評事) 관직 이력에서 유래. 무오사화 때 처형
0100,십청집,김세필,金世弼,,십청헌(十淸軒)/지비옹(知非翁),조선,1473,1533,high,"시호 문간(文簡). 본관 경주. 갑자사화로 유배, 이후 낙향하여 십청헌을 짓고 후학 양성"
0101,안분당시집,이희보,李希輔,백익(伯益),안분당(安分堂),조선,1473,1548,high,본관 평양
0102,우암집,홍언충,洪彦忠,직경(直頃),우암(寓菴),조선,1473,1508,high,조선전기 문신; 갑자사화 때 간언하다가 유배됨; 문장으로 이행·박은·정희량과 함께 사걸(四傑)로 불림; 호 우암(寓菴)은 송시열의 우암(尤庵)·조욱의 우암(愚菴)과 동음이의어이므로 구분 필요
0103,우정집,김극성,金克成,성지(成之),청라(靑蘿)/우정(憂亭),조선,1474,1540,high,조선전기 문신; 중종반정 공신(분의정국공신 4등); 예조판서·우의정 역임; 시호 충정(忠貞)
0104,눌재집,박상,朴祥,창세(昌世),눌재(訥齋),조선,1474,1530,high,조선전기 문신·학자; 광주 출신 사림계 인물; 동일한 호 눌재(訥齋)를 쓴 15세기 인물 양성지(1415-1482)와 혼동 주의이나 문집총간 번호상 16세기 인물인 박상이 맞음
0105,대관재난고,심의,沈義,의지(義之),대관재(大觀齋),조선,1475,,high,조선전기 문신·문장가; 몽유록 소설 대관재몽유록의 저자; 정확한 몰년은 기록에 없으며 명종대 몰한 것으로 추정
0106,묵재집,이문건,李文楗,자발(子發),묵재(默齋)/휴수(休叟),조선,1494,1567,high,조광조 문인; 묵재일기·양아록(최초의 사대부 육아일기)의 저자; 안처겸 옥사에 연루되어 유배
0107,충재집,권벌,權橃,중허(仲虛),충재(冲齋),조선,1478,1548,high,조선전기 문신; 을사사화 관련 유배 중 사망; 시호 충정(忠定)
0108,모재집,김안국,金安國,국경(國卿),모재(慕齋),조선,1478,1543,high,예조판서·대제학 역임; 김정국의 형; 시호 문경(文敬)
0109,용재집,이행,李荇,택지(擇之),용재(容齋)/청학도인(靑鶴道人)/창택어수(滄澤漁叟),조선,1478,1534,high,신증동국여지승람 편찬 참여; 좌의정 역임; 박은·홍언충과 교유
0110,읍취헌유고,박은,朴誾,중열(仲說),읍취헌(挹翠軒),조선,1479,1504,high,갑자사화에 연루되어 26세로 요절한 천재 시인
0111,음애집,이자,李耔,차야(次野),음애(陰崖)/몽옹(夢翁)/계옹(溪翁),조선,1480,1533,high,조선전기 문신·학자; 시호 문의(文懿)
0112,학포집,양팽손,梁彭孫,대춘(大春),학포(學圃),조선,1488,1545,high,조광조와 교유한 기묘명현; 시서화에 능한 선비화가로도 유명
0113,희락당고,김안로,金安老,이숙(頤叔),희락당(希樂堂)/용천(龍泉)/퇴재(退齋),조선,1481,1537,high,중종대 권신; 정치적 평가는 부정적이나 문장가로도 알려짐
0114,정암집,조광조,趙光祖,효직(孝直),정암(靜庵),조선,1482,1519,high,기묘사화로 사사된 조선전기 대표 성리학자; 시호 문정(文正)
0115,월연집,이태,李迨,중예(仲豫),월연(月淵)/월연주인(月淵主人)/금서자(琴書子),조선,1483,1536,high,밀양 월연정 건립자; 김안로의 전횡을 비판하다 관직 사퇴
0116,기재집,신광한,申光漢,한지(漢之)/시회(時晦),기재(企齋)/낙봉(駱峰)/석선재(石仙齋)/청성동주(靑城洞主),조선,1484,1555,high,신숙주의 손자; 우참찬·좌찬성 역임
0117,사재집,김정국,金正國,국필(國弼),사재(思齋)/은휴(恩休),조선,1485,1541,high,김안국의 아우; 조선전기 문신·학자
0118,충암집,김정,金淨,원충(元冲),충암(冲庵)/고봉(孤峯),조선,1486,1521,high,조광조와 함께 개혁정치를 추진하다 기묘사화로 사사; 시호 문간(文簡)
0119,양곡집,소세양,蘇世讓,언겸(彦謙),양곡(陽谷)/퇴재(退齋)/퇴휴당(退休堂),조선,1486,1562,high,형조·호조·병조·이조판서 역임; 시호 문정(文靖); 황진이 일화로도 유명
0120,송재집,이우,李堣,명중(明仲),송재(松齋),조선,1469,1517,high,퇴계 이황의 숙부; 중종반정 공신(정국공신 4등); 동일한 호 송재(松齋)를 쓴 나세찬(0138 송재유고 저자)과 혼동 주의
0121,규암집,송인수,宋麟壽,미수(眉叟),규암(圭菴),조선,1499,1547,high,양재역벽서사건에 연루되어 사사; 시호 문충(文忠)
0122,어촌집,심언광,沈彦光,사형(士炯),어촌(漁村),조선,1487,1540,high,강릉 출신; 이조판서 역임; 해운정 건립
0123,자암집,김구,金絿,대유(大柔),자암(自庵)/삼일재(三一齋),조선,1488,1534,high,조선전기 4대 서예가(인수체 창시); 기묘사화로 유배; 시호 문의(文懿)
0124,화담집,서경덕,徐敬德,가구(可久),화담(花潭)/복재(復齋),조선,1489,1546,high,조선 기철학의 대표 학자; 시호 문강(文康); 황진이 일화로도 유명
0125,회재집,이언적,李彦迪,복고(復古),회재(晦齋)/자계옹(紫溪翁),조선,1491,1553,high,조선 성리학 오현(五賢)의 한 사람; 시호 문원(文元)
0126,호음잡고,정사룡,鄭士龍,운경(雲卿),호음(湖陰),조선,1491,1570,high,노수신·황정욱과 함께 관각삼걸로 불림; 몰년은 1570년 또는 1573년으로 자료마다 편차 있음
0127,덕양유고,기준,奇遵,자경(子敬),복재(服齋)/덕양(德陽),조선,1492,1521,high,조광조 문인; 기묘사화로 사사; 시호 문민(文愍)
0128,양심당집,조성,趙晟,백양(伯陽),양심당(養心堂)/괴헌(槐軒),조선,1492,1555,high,조광조 문인; 율려(음악이론)·의약·산수에 능했던 학자
0129,입암집,민제인,閔齊仁,희중(希仲),입암(立巖),조선,1493,1549,high,조선전기 문신
0130,범허정집,상진,尙震,기부(起夫),송현(松峴)/범허정(泛虛亭),조선,1493,1564,high,영의정 역임
0131,청송집,성수침,成守琛,중옥(仲玉),청송(聽松)/우계한민(牛溪閒民),조선,1493,1564,high,조광조 문인; 스승이 기묘사화로 사사되자 은거; 성혼의 아버지
0132,면앙집,송순,宋純,수초(遂初)/성지(誠之),면앙정(俛仰亭)/기촌(企村),조선,1493,1582,high,가사문학 면앙정가의 작가; 몰년은 1582년 또는 1583년으로 자료마다 편차 있음
0133,잠암일고,김의정,金義貞,공직(公直),잠암(潛庵)/유경당(幽敬堂),조선,1495,1547,high,조선전기 문신
0134,무릉잡고,주세붕,周世鵬,경유(景游),신재(愼齋)/남고(南皐)/무릉도인(武陵道人),조선,1495,1554,high,한국 최초 서원인 백운동서원(소수서원) 창건자
0135,온계일고,이해,李瀣,경명(景明),온계(溫溪),조선,1496,1550,high,퇴계 이황의 형; 을사사화 여파로 갑산 유배 도중 병사
0136,석천시집,임억령,林億齡,대수(大樹),석천(石川),조선,1496,1568,high,담양 식영정과 관련된 조선 중기 시인
0137,대곡집,성운,成運,건숙(健叔),대곡(大谷),조선,1497,1579,high,을사사화로 형이 화를 입자 보은 속리산에 은거한 처사형 학자
0138,송재유고,나세찬,羅世纘,비승(丕承),송재(松齋),조선,1498,1551,high,조선 중기 문신; 0120 이우의 호 송재(松齋)와 동일한 호를 사용하므로 혼동 주의
0139,장음정유고,나식,羅湜,정원(正源),장음정(長吟亭)/야일재(野逸齋),조선,1498,1546,high,조광조 문인; 을사사화 여파(이휘 옥사 연루)로 강계 유배 후 사사
0140,용문집,조욱,趙昱,경양(景陽),용문(龍門)/보진재(葆眞齋)/우암(愚菴),조선,1498,1557,high,서경덕·이황과 교유; 벼슬에 나가지 않고 용문산에 은거하여 용문선생으로 불림; 호 우암(愚菴)은 0102 홍언충의 호 우암(寓菴)과 동음이의이나 다른 한자이므로 구분 필요
0141,동고유고,이준경,李浚慶,원길(原吉),동고(東皐)/남당(南堂)/홍련거사(紅蓮居士)/연방노인(蓮坊老人),조선,1499,1572,high,대사헌·우의정·영의정 역임; 시호 충정(忠正)
0142,일재집,이항,李恒,항지(恒之),일재(一齋),조선,1499,1576,high,성주 이씨; 태인(泰仁) 거주 학자; 기대승과의 인심도심 논변으로 유명; 시호 문경
0143,갈천집,임훈,林薰,중성(仲成),갈천(葛川)/자이당(自怡堂)/고사옹(枯査翁),조선,1500,1584,high,은진 임씨; 거창 출신; 시호 효간; 첨모당 임운의 형
0144,퇴계집,이황,李滉,경호(景浩),퇴계(退溪)/퇴도(退陶)/도옹(陶翁),조선,1501,1570,high,조선 성리학의 대표적 학자; 매우 유명하여 이견 없음
0145,남명집,조식,曺植,건중(健中),남명(南冥),조선,1501,1572,high,경상우도 남명학파 종장; 이황과 쌍벽을 이루는 학자
0146,간재집,최연,崔演,연지(演之),간재(艮齋),조선,1503,1549,medium,조선전기 문신; 1928년 강릉에서 초간 목판본으로 간행; 동명의 '간재집'을 남긴 퇴계 문인 이덕홍(李德弘;1541-1596)과 혼동 주의 - 문집총간 배열상 인접 저자들(1501/1514년생)과의 생몰년 근접성을 근거로 최연으로 판단했으나 확정적 검증 자료는 찾지 못함
0147,금호유고,임형수,林亨秀,사수(士遂),금호(錦湖),조선,1514,1547,high,평택 임씨; 을사사화 이후 양재역벽서사건에 연루되어 사사됨
0148,인재집,홍섬,洪暹,퇴지(退之),인재(忍齋),조선,1504,1585,high,남양 홍씨; 영의정 세 차례 역임; 시호 경헌; 조광조 문인
0149,추파집,송기수,宋麒壽,태수(台叟),추파(楸坡)/눌옹(訥翁),조선,1507,1581,high,이황·성제원 등과 교유; 좌참찬 역임
0150,십성당집,엄흔,嚴昕,,십성당(十省堂),조선,1508,1543,medium,자(字)를 확인하지 못함; 몰년이 1543년 또는 1553년으로 자료마다 다르게 기재되어 있어 1543년(다수설)을 채택
0151,하서전집,김인후,金麟厚,후지(厚之),하서(河西)/담재(湛齋),조선,1510,1560,high,인종의 스승; 호남 성리학 대가
0152,우암유고,이열도,李閱道,정가(靜可),우암(遇巖),조선,1538,1591,low,진성 이씨; 예천 출신; 확정도가 매우 낮음 - 호 우암(遇巖)이 정확히 일치하는 인물로 추정했으나 해당 문집이 이 인물의 저작임을 직접 확인하지 못함; 동음이의 호를 쓰는 홍언충의 우암집(寓菴集;문집총간 0102번; 별개 문집); 조욱(1498-1557;호 愚菴이나 그의 문집은 용문집龍門集으로 확인됨); 송시열(尤庵;조선후기;시기 불일치로 배제)과 혼동하지 않도록 주의
0153,부훤당유고,오상,吳祥,상지(祥之),부훤당(負暄堂),조선,1512,1573,high,해주 오씨; 이조·호조·예조·병조·형조 판서 역임
0154,구암집,이정,李楨,강이(剛而),구암(龜巖),조선,1512,1571,high,이황·조식 양문과 교유
